Ship To,Bill Name,Customer Part.,Mfr,Item No,Order Number,Date Ordered,Date Required,Qty Required,Qty Allocated,Current Customer Commit,Current Commit Date,Resale Price,Value USD,Value Alloc USD,LeadTime,Product Type,MPQ,Class,Usage Last Month,Usage 2 Mths ago,Usage 3 Mths ago,Total PBO Qty,Country Of Origin,Weight(grams),Stock Asia,Stock Asia Available,Stock Canada,Stock Canada Available,Stock Europe,Stock Europe Available,Stock US,Stock US Available,Business Unit,Days Late,Order Month
JS004000,JABIL VIETNAM CO. LTD  ,192099765,DIO,5158902,4509284544,5/9/2022,11/22/2023,60000,0,60000,11/22/2023,0.066,3960,0,8,C,3000,5D,27000,0,102000,39000,CN,3629,822000,654000,0,0,21000,9000,0,0,ANALOG,0,5
JS004000,JABIL VIETNAM CO. LTD  ,GE9938051041,DIO,8162339,4509299635,5/13/2022,12/15/2023,9000,0,9000,12/15/2023,0.076,684,0,8,L,3000,27,69000,69000,120000,27000,CN,780,66000,66000,0,0,0,0,0,0,ANALOG,0,5
JS004000,JABIL VIETNAM CO. LTD  ,192099765,DIO,5158902,4509309040,5/16/2022,11/8/2023,66000,0,66000,11/8/2023,0.066,4356,0,8,C,3000,5D,27000,0,102000,39000,CN,3992,822000,654000,0,0,21000,9000,0,0,ANALOG,0,5
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000832,DIO,8039670,4509310088,5/16/2022,10/27/2023,9000,0,9000,10/27/2023,0.045,405,0,12,C,3000,4X,0,27000,0,48000,TW,2040,207000,24000,0,0,0,0,0,0,Small Signal Discretes,0,5
JS004000,JABIL VIETNAM CO. LTD  ,192099765,DIO,5158902,4509339461,5/23/2022,11/15/2023,81000,0,81000,11/15/2023,0.066,5346,0,8,C,3000,5D,27000,0,102000,39000,CN,4899,822000,654000,0,0,21000,9000,0,0,ANALOG,0,5
JS004000,JABIL VIETNAM CO. LTD  ,192099765,DIO,5158902,4509392975,6/6/2022,10/18/2023,75000,0,75000,10/18/2023,0.066,4950,0,8,C,3000,5D,27000,0,102000,39000,CN,4536,822000,654000,0,0,21000,9000,0,0,ANALOG,0,6
JS004000,JABIL VIETNAM CO. LTD  ,DQ02000008,DIO,6685200,4509394804,6/6/2022,11/1/2023,30000,0,30000,11/1/2023,0.0361,1083,0,8,C,3000,4,0,90000,0,69000,CN,980,186000,75000,0,0,15000,12000,12000,9000,Small Signal Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,72308-1,DIO,8773301,1852048813,6/9/2022,10/25/2023,126000,0,126000,10/25/2023,0.042,5292,0,8,C,3000,4V,0,0,0,741000,CN,30386,453000,180000,0,0,45000,27000,0,0,Discretes,0,6
JS004000,JABIL VIETNAM CO. LTD  ,DQ11000004,DIO,3275963,4509419189,6/13/2022,11/15/2023,360000,0,360000,11/15/2023,0.0099,3564,0,8,C,3000,4,216000,0,0,0,CN,14696,6192000,4266000,0,0,33000,33000,42000,0,Small Signal Discretes,0,6
JS004000,JABIL VIETNAM CO. LTD  ,DQ02000008,DIO,6685200,4509422319,6/13/2022,11/8/2023,33000,0,33000,11/8/2023,0.0361,1191.3,0,8,C,3000,4,0,90000,0,69000,CN,1078,186000,75000,0,0,15000,12000,12000,9000,Small Signal Discretes,0,6
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA46098-NR,DIO,7758154,4509422505,6/13/2022,11/6/2023,12000,0,12000,11/6/2023,0.0149,178.8,0,8,C,3000,4V,24000,66000,15000,0,CN,635,2082000,1569000,0,0,702000,453000,960000,918000,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500099,DIO,9055465,1852052101,6/17/2022,12/1/2023,8000,0,8000,12/1/2023,0.1955,1564,0,8,C,2000,4Y,4000,8000,22000,0,CN,1520,86000,74000,0,0,0,0,0,0,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500099,DIO,9055465,1852052081,6/17/2022,11/24/2023,6000,0,6000,11/24/2023,0.1955,1173,0,8,C,2000,4Y,4000,8000,22000,0,CN,1140,86000,74000,0,0,0,0,0,0,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500099,DIO,9055465,1852052218,6/17/2022,10/27/2023,8000,0,8000,10/27/2023,0.1955,1564,0,8,C,2000,4Y,4000,8000,22000,0,CN,1520,86000,74000,0,0,0,0,0,0,Discretes,0,6
JS004000,JABIL VIETNAM CO. LTD  ,DQ11000004,DIO,3275963,4509446558,6/20/2022,11/8/2023,420000,0,420000,11/8/2023,0.0099,4158,0,8,C,3000,4,216000,0,0,0,CN,17146,6192000,4266000,0,0,33000,33000,42000,0,Small Signal Discretes,0,6
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-5248B-LF,DIO,6668917,4509447464,6/20/2022,1/12/2024,18000,0,18000,1/12/2024,0.0082,147.6,0,8,C,3000,4X,0,75000,96000,375000,CN,672,3483000,2151000,0,0,450000,360000,225000,93000,Small Signal Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3016563,DIO,4003919,1852055229,6/26/2022,12/16/2023,12000,0,12000,12/16/2023,0.015,180,0,8,C,3000,4X,0,0,0,153000,CN,0,360000,360000,0,0,0,0,0,0,Small Signal Discretes,0,6
JS004000,JABIL VIETNAM CO. LTD  ,CA774-00060-LC,DIO,9938655,4509476124,6/27/2022,10/2/2023,5000,0,5000,10/2/2023,0.0447,223.5,0,8,C,5000,4X,5000,0,0,25000,TW,0,35000,10000,0,0,0,0,35000,35000,Small Signal Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500056,DIO,1005134,1852055601,6/27/2022,11/25/2023,12000,0,12000,11/25/2023,0.0214,256.8,0,8,C,3000,4Y,0,15000,0,0,CN,309,4086000,3525000,0,0,435000,435000,318000,138000,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500053,DIO,1018280,1852055636,6/27/2022,11/4/2023,51000,0,51000,11/4/2023,0.0185,943.5,0,8,C,3000,4Y,0,57000,0,0,CN,1975,9321000,7152000,0,0,1413000,825000,60000,57000,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500053,DIO,1018280,1852055639,6/27/2022,12/23/2023,39000,0,39000,12/23/2023,0.0185,721.5,0,8,C,3000,4Y,0,57000,0,0,CN,1510,9321000,7152000,0,0,1413000,825000,60000,57000,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500053,DIO,1018280,1852055642,6/27/2022,12/16/2023,45000,0,45000,12/16/2023,0.0185,832.5,0,8,C,3000,4Y,0,57000,0,0,CN,1742,9321000,7152000,0,0,1413000,825000,60000,57000,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500053,DIO,1018280,1852055644,6/27/2022,12/9/2023,42000,0,42000,12/9/2023,0.0185,777,0,8,C,3000,4Y,0,57000,0,0,CN,1626,9321000,7152000,0,0,1413000,825000,60000,57000,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500053,DIO,1018280,1852055645,6/27/2022,6/22/2024,39000,0,39000,6/22/2024,0.0185,721.5,0,8,C,3000,4Y,0,57000,0,0,CN,1510,9321000,7152000,0,0,1413000,825000,60000,57000,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500053,DIO,1018280,1852055647,6/27/2022,12/2/2023,33000,0,33000,12/2/2023,0.0185,610.5,0,8,C,3000,4Y,0,57000,0,0,CN,1278,9321000,7152000,0,0,1413000,825000,60000,57000,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500053,DIO,1018280,1852055648,6/27/2022,4/20/2024,18000,0,18000,4/20/2024,0.0185,333,0,8,C,3000,4Y,0,57000,0,0,CN,697,9321000,7152000,0,0,1413000,825000,60000,57000,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500039,DIO,2036414,1852055682,6/27/2022,12/8/2023,18000,12000,12000,12/8/2023,0.0428,770.4,513.6,16,L,3000,4Y,0,0,0,15000,CN,1680,219000,30000,0,0,0,0,0,0,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500039,DIO,2036414,1852055719,6/27/2022,12/22/2023,15000,0,15000,12/22/2023,0.0428,642,0,16,L,3000,4Y,0,0,0,15000,CN,1400,219000,30000,0,0,0,0,0,0,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500126,DIO,5027498,1852056227,6/28/2022,12/30/2023,20000,0,20000,12/30/2023,0.028,560,0,8,C,10000,4Y,0,50000,0,710000,CN,236,590000,350000,0,0,0,0,0,0,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500126,DIO,5027498,1852057636,7/3/2022,12/2/2023,20000,0,20000,12/2/2023,0.028,560,0,8,C,10000,4Y,0,50000,0,710000,CN,236,590000,350000,0,0,0,0,0,0,Discretes,0,7
JS080200,JABIL VIETNAM CO. LTD  ,SW3500126,DIO,5027498,1852057637,7/3/2022,12/9/2023,30000,0,30000,12/9/2023,0.028,840,0,8,C,10000,4Y,0,50000,0,710000,CN,354,590000,350000,0,0,0,0,0,0,Discretes,0,7
JS080200,JABIL VIETNAM CO. LTD  ,SW3500126,DIO,5027498,1852057640,7/3/2022,12/12/2023,30000,0,30000,12/12/2023,0.028,840,0,8,C,10000,4Y,0,50000,0,710000,CN,354,590000,350000,0,0,0,0,0,0,Discretes,0,7
JS080200,JABIL VIETNAM CO. LTD  ,SW3500126,DIO,5027498,1852057641,7/3/2022,12/9/2023,10000,0,10000,12/9/2023,0.028,280,0,8,C,10000,4Y,0,50000,0,710000,CN,118,590000,350000,0,0,0,0,0,0,Discretes,0,7
JS080200,JABIL VIETNAM CO. LTD  ,SW3500053,DIO,1018280,1852059201,7/8/2022,3/16/2024,33000,0,33000,3/16/2024,0.0185,610.5,0,8,C,3000,4Y,0,57000,0,0,CN,1278,9321000,7152000,0,0,1413000,825000,60000,57000,Discretes,0,7
JS080200,JABIL VIETNAM CO. LTD  ,SW3500053,DIO,1018280,1852059202,7/8/2022,5/25/2024,33000,0,33000,5/25/2024,0.0185,610.5,0,8,C,3000,4Y,0,57000,0,0,CN,1278,9321000,7152000,0,0,1413000,825000,60000,57000,Discretes,0,7
JS080200,JABIL VIETNAM CO. LTD  ,SW3500053,DIO,1018280,1852059203,7/8/2022,6/22/2024,27000,0,27000,6/22/2024,0.0185,499.5,0,8,C,3000,4Y,0,57000,0,0,CN,1045,9321000,7152000,0,0,1413000,825000,60000,57000,Discretes,0,7
JS004000,JABIL VIETNAM CO. LTD  ,CA774-00033-LC,DIO,5521612,4509537418,7/10/2022,12/4/2023,5000,0,5000,12/4/2023,0.048,240,0,8,C,5000,4X,0,0,0,25000,TW,630,25000,20000,0,0,0,0,5000,0,Small Signal Discretes,0,7
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-5248B-LF,DIO,6668917,4509540959,7/11/2022,1/26/2024,18000,0,18000,1/26/2024,0.0082,147.6,0,8,C,3000,4X,0,75000,96000,375000,CN,672,3483000,2151000,0,0,450000,360000,225000,93000,Small Signal Discretes,0,7
JS004000,JABIL VIETNAM CO. LTD  ,SW3600191,DIO,5116093,4509544677,7/12/2022,3/16/2024,15000,0,15000,3/16/2024,0.038,570,0,8,C,3000,4V,0,0,0,0,TW,850,195000,177000,0,0,0,0,0,0,Discretes,0,7
JS004000,JABIL VIETNAM CO. LTD  ,SW3500031,DIO,8027555,4509567608,7/18/2022,11/4/2023,60000,0,60000,11/4/2023,0.0254,1524,0,8,C,3000,4,0,0,63000,0,CN;MY,3400,5346000,4851000,0,0,987000,924000,9000,9000,Small Signal Discretes,0,7
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000109,DIO,2951598,4509569780,7/18/2022,10/27/2023,90000,0,90000,10/27/2023,0.0192,1728,0,8,C,5000,4V,125000,110000,110000,1630000,TW,11700,7135000,6350000,0,0,735000,375000,380000,255000,Discretes,0,7
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000109,DIO,2951598,4509569781,7/18/2022,11/24/2023,85000,0,85000,11/24/2023,0.0192,1632,0,8,C,5000,4V,125000,110000,110000,1630000,TW,11050,7135000,6350000,0,0,735000,375000,380000,255000,Discretes,0,7
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000109,DIO,2951598,4509569782,7/18/2022,12/22/2023,85000,0,85000,12/22/2023,0.0192,1632,0,8,C,5000,4V,125000,110000,110000,1630000,TW,11050,7135000,6350000,0,0,735000,375000,380000,255000,Discretes,0,7
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000109,DIO,2951598,4509569783,7/18/2022,1/26/2024,5000,0,5000,1/26/2024,0.0192,96,0,8,C,5000,4V,125000,110000,110000,1630000,TW,650,7135000,6350000,0,0,735000,375000,380000,255000,Discretes,0,7
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000109,DIO,2951598,4509569884,7/18/2022,1/26/2024,5000,0,5000,1/26/2024,0.0192,96,0,8,C,5000,4V,125000,110000,110000,1630000,TW,650,7135000,6350000,0,0,735000,375000,380000,255000,Discretes,0,7
JS004000,JABIL VIETNAM CO. LTD  ,CA774-00033-LC,DIO,5521612,4509650811,8/8/2022,12/4/2023,5000,0,5000,12/4/2023,0.048,240,0,8,C,5000,4X,0,0,0,25000,TW,630,25000,20000,0,0,0,0,5000,0,Small Signal Discretes,0,8
JS080200,JABIL VIETNAM CO. LTD  ,SW3500126,DIO,5027498,1852072529,8/14/2022,12/16/2023,30000,0,30000,12/16/2023,0.028,840,0,8,C,10000,4Y,0,50000,0,710000,CN,354,590000,350000,0,0,0,0,0,0,Discretes,0,8
JS080200,JABIL VIETNAM CO. LTD  ,SW3500126,DIO,5027498,1852072530,8/14/2022,1/23/2024,10000,0,10000,1/23/2024,0.028,280,0,8,C,10000,4Y,0,50000,0,710000,CN,118,590000,350000,0,0,0,0,0,0,Discretes,0,8
JS080200,JABIL VIETNAM CO. LTD  ,SW3500126,DIO,5027498,1852072534,8/14/2022,11/21/2023,50000,0,50000,11/21/2023,0.028,1400,0,8,C,10000,4Y,0,50000,0,710000,CN,590,590000,350000,0,0,0,0,0,0,Discretes,0,8
JS080200,JABIL VIETNAM CO. LTD  ,SW3500126,DIO,5027498,1852072536,8/14/2022,11/25/2023,50000,0,50000,11/25/2023,0.028,1400,0,8,C,10000,4Y,0,50000,0,710000,CN,590,590000,350000,0,0,0,0,0,0,Discretes,0,8
JS004000,JABIL VIETNAM CO. LTD  ,CA770-00137-LC,DIO,4776779,4509679762,8/15/2022,6/17/2024,21000,0,21000,6/17/2024,0.0077,161.7,0,8,C,3000,4,0,0,42000,0,CN,980,3297000,2451000,0,0,2721000,2190000,192000,33000,Small Signal Discretes,0,8
JS004000,JABIL VIETNAM CO. LTD  ,CA760-00305-LC,DIO,3094777,4509704658,8/22/2022,12/18/2023,500,0,500,12/18/2023,1.1,550,0,12,L,500,68,500,0,0,1500,TW,180,2000,1500,0,0,0,0,0,0,EMech & PTE,0,8
JS004000,JABIL VIETNAM CO. LTD  ,SNDPFX120293F-NR,NP3,9002268,4509730555,8/29/2022,12/18/2023,3000,0,3000,12/18/2023,0.05,150,0,12,C,3000,27,3000,0,0,33000,CN,130,234000,216000,0,0,0,0,0,0,ANALOG,0,8
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000109,DIO,2951598,4509732633,8/29/2022,1/26/2024,5000,0,5000,1/26/2024,0.0192,96,0,8,C,5000,4V,125000,110000,110000,1630000,TW,650,7135000,6350000,0,0,735000,375000,380000,255000,Discretes,0,8
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000109,DIO,2951598,4509732634,8/29/2022,3/22/2024,5000,0,5000,3/22/2024,0.0192,96,0,8,C,5000,4V,125000,110000,110000,1630000,TW,650,7135000,6350000,0,0,735000,375000,380000,255000,Discretes,0,8
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000109,DIO,2951598,4509732637,8/29/2022,4/26/2024,5000,0,5000,4/26/2024,0.0192,96,0,8,C,5000,4V,125000,110000,110000,1630000,TW,650,7135000,6350000,0,0,735000,375000,380000,255000,Discretes,0,8
JS080200,JABIL VIETNAM CO. LTD  ,SNDHUA14712-NR,DIO,1016779,4508803426,8/29/2022,10/13/2023,15000,0,15000,10/13/2023,0.0118,177,0,8,L,3000,7,0,0,0,2004000,CN,735,1062000,474000,0,0,24000,0,0,0,Discretes,0,8
JS004000,JABIL VIETNAM CO. LTD  ,SE25-00010-001,DIO,8759482,4509747553,9/1/2022,11/28/2023,18000,0,18000,11/28/2023,0.0096,172.8,0,8,C,3000,4X,0,0,0,36000,CN,708,90000,90000,0,0,66000,45000,36000,30000,Small Signal Discretes,0,9
JS080200,JABIL VIETNAM CO. LTD  ,SW3500055,DIO,3018739,1852078312,9/4/2022,5/4/2024,6000,0,6000,5/4/2024,0.039,234,0,8,C,3000,4Y,0,0,0,0,CN,481,1176000,975000,0,0,1896000,1668000,54000,54000,Discretes,0,9
JS080200,JABIL VIETNAM CO. LTD  ,SW3500126,DIO,5027498,1852078313,9/4/2022,12/9/2023,20000,0,20000,12/9/2023,0.028,560,0,8,C,10000,4Y,0,50000,0,710000,CN,236,590000,350000,0,0,0,0,0,0,Discretes,0,9
JS080200,JABIL VIETNAM CO. LTD  ,SW3500126,DIO,5027498,1852078314,9/4/2022,12/2/2023,10000,0,10000,12/2/2023,0.028,280,0,8,C,10000,4Y,0,50000,0,710000,CN,118,590000,350000,0,0,0,0,0,0,Discretes,0,9
JS080200,JABIL VIETNAM CO. LTD  ,SW3500099,DIO,9055465,1852079016,9/6/2022,2/9/2024,8000,0,8000,2/9/2024,0.1955,1564,0,8,C,2000,4Y,4000,8000,22000,0,CN,1520,86000,74000,0,0,0,0,0,0,Discretes,0,9
JS080200,JABIL VIETNAM CO. LTD  ,SW3500099,DIO,9055465,1852079017,9/6/2022,11/17/2023,8000,0,8000,11/17/2023,0.1955,1564,0,8,C,2000,4Y,4000,8000,22000,0,CN,1520,86000,74000,0,0,0,0,0,0,Discretes,0,9
JS080200,JABIL VIETNAM CO. LTD  ,SW3500099,DIO,9055465,1852079018,9/6/2022,3/15/2024,8000,0,8000,3/15/2024,0.1955,1564,0,8,C,2000,4Y,4000,8000,22000,0,CN,1520,86000,74000,0,0,0,0,0,0,Discretes,0,9
JS080200,JABIL VIETNAM CO. LTD  ,SW3500099,DIO,9055465,1852079020,9/6/2022,11/17/2023,6000,0,6000,11/17/2023,0.1955,1173,0,8,C,2000,4Y,4000,8000,22000,0,CN,1140,86000,74000,0,0,0,0,0,0,Discretes,0,9
JS080200,JABIL VIETNAM CO. LTD  ,SW3500099,DIO,9055465,1852079021,9/6/2022,12/1/2023,2000,0,2000,12/1/2023,0.1955,391,0,8,C,2000,4Y,4000,8000,22000,0,CN,380,86000,74000,0,0,0,0,0,0,Discretes,0,9
JS080200,JABIL VIETNAM CO. LTD  ,SW3600169,DIO,6913875,1852080210,9/11/2022,12/9/2023,12000,0,12000,12/9/2023,0.0154,184.8,0,8,C,3000,4V,168000,0,96000,498000,CN,389,573000,498000,0,0,411000,126000,75000,75000,Discretes,0,9
JS080200,JABIL VIETNAM CO. LTD  ,SW3600169,DIO,6913875,1852080212,9/11/2022,2/17/2024,12000,0,12000,2/17/2024,0.0154,184.8,0,8,C,3000,4V,168000,0,96000,498000,CN,389,573000,498000,0,0,411000,126000,75000,75000,Discretes,0,9
JS004000,JABIL VIETNAM CO. LTD  ,CA760-00044-LC,DIO,7113068,4509787566,9/12/2022,10/23/2023,1000,0,1000,10/23/2023,1.26,1260,0,12,L,1000,23,0,0,0,1000,TW,280,4000,3000,0,0,0,0,0,0,EMech & PTE,0,9
JS004000,JABIL VIETNAM CO. LTD  ,CA760-00044-LC,DIO,7113068,4509787571,9/12/2022,1/8/2024,1000,0,1000,1/8/2024,1.26,1260,0,12,L,1000,23,0,0,0,1000,TW,280,4000,3000,0,0,0,0,0,0,EMech & PTE,0,9
JS004000,JABIL VIETNAM CO. LTD  ,CA760-00305-LC,DIO,3094777,4509801141,9/15/2022,11/27/2023,500,0,500,11/27/2023,1.1,550,0,12,L,500,68,500,0,0,1500,TW,180,2000,1500,0,0,0,0,0,0,EMech & PTE,0,9
JS080200,JABIL VIETNAM CO. LTD  ,SW3600186,DIO,1145770,1852081773,9/18/2022,12/16/2023,6000,0,6000,12/16/2023,0.0309,185.4,0,8,C,3000,4,0,0,0,0,CN,244,3282000,3078000,0,0,870000,606000,12000,12000,Small Signal Discretes,0,9
JS004000,JABIL VIETNAM CO. LTD  ,SW3016770,DIO,4117611,4509816512,9/19/2022,4/27/2024,42000,0,42000,4/27/2024,0.01764,740.88,0,8,L,3000,4X,0,0,0,0,CN,1176,213000,189000,0,0,0,0,0,0,Small Signal Discretes,0,9
JS004000,JABIL VIETNAM CO. LTD  ,CA760-00305-LC,DIO,3094777,4509845931,9/26/2022,12/18/2023,500,0,500,12/18/2023,1.1,550,0,12,L,500,68,500,0,0,1500,TW,180,2000,1500,0,0,0,0,0,0,EMech & PTE,0,9
JS004000,JABIL VIETNAM CO. LTD  ,12-1070,DIO,4109682,4509885997,10/9/2022,12/22/2023,15000,0,15000,12/22/2023,0.0335,502.5,0,8,C,5000,4V,10000,60000,0,0,TW,2238,5770000,3880000,0,0,7060000,5525000,675000,305000,Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,12-1070,DIO,4109682,4509886002,10/9/2022,11/24/2023,5000,0,5000,11/24/2023,0.0335,167.5,0,8,C,5000,4V,10000,60000,0,0,TW,746,5770000,3880000,0,0,7060000,5525000,675000,305000,Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,12-1070,DIO,4109682,4509886007,10/9/2022,1/26/2024,10000,0,10000,1/26/2024,0.0335,335,0,8,C,5000,4V,10000,60000,0,0,TW,1492,5770000,3880000,0,0,7060000,5525000,675000,305000,Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,12-1070,DIO,4109682,4509886013,10/9/2022,2/2/2024,5000,0,5000,2/2/2024,0.0335,167.5,0,8,C,5000,4V,10000,60000,0,0,TW,746,5770000,3880000,0,0,7060000,5525000,675000,305000,Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,12-1070,DIO,4109682,4509886018,10/9/2022,2/23/2024,5000,0,5000,2/23/2024,0.0335,167.5,0,8,C,5000,4V,10000,60000,0,0,TW,746,5770000,3880000,0,0,7060000,5525000,675000,305000,Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,SW3600191,DIO,5116093,4509893947,10/10/2022,3/16/2024,12000,0,12000,3/16/2024,0.038,456,0,8,C,3000,4V,0,0,0,0,TW,680,195000,177000,0,0,0,0,0,0,Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,CA763-00012-LC,DIO,7091728,4509943556,10/24/2022,2/3/2024,3000,0,3000,2/3/2024,0.0333,99.9,0,8,L,3000,29,3000,3000,0,0,CN,340,30000,30000,0,0,3000,0,0,0,Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,CA760-00044-LC,DIO,7113068,4509943950,10/24/2022,1/8/2024,1000,0,1000,1/8/2024,1.26,1260,0,12,L,1000,23,0,0,0,1000,TW,280,4000,3000,0,0,0,0,0,0,EMech & PTE,0,10
JS080200,JABIL VIETNAM CO. LTD  ,SW3400875,DIO,9084041,1852090645,10/24/2022,10/14/2023,30000,0,30000,10/14/2023,0.02673,801.9,0,8,L,5000,16,60000,25000,0,0,CN,1040,150000,100000,0,0,0,0,0,0,ANALOG,0,10
JS080200,JABIL VIETNAM CO. LTD  ,SW3400875,DIO,9084041,1852090646,10/24/2022,2/24/2024,30000,0,30000,2/24/2024,0.02673,801.9,0,8,L,5000,16,60000,25000,0,0,CN,1040,150000,100000,0,0,0,0,0,0,ANALOG,0,10
JS080200,JABIL VIETNAM CO. LTD  ,SW3400875,DIO,9084041,1852090648,10/24/2022,11/18/2023,40000,0,40000,11/18/2023,0.02673,1069.2,0,8,L,5000,16,60000,25000,0,0,CN,1387,150000,100000,0,0,0,0,0,0,ANALOG,0,10
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA19375-NR,DIO,2443414,4508929299,10/26/2022,2/2/2024,15000,0,15000,2/2/2024,0.0372,558,0,8,C,5000,4V,0,20000,0,300000,TW,2211,1457982,870000,0,0,755000,700000,440000,375000,Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA19375-NR,DIO,2443414,4508929308,10/26/2022,8/2/2024,5000,0,5000,8/2/2024,0.0372,186,0,8,C,5000,4V,0,20000,0,300000,TW,737,1457982,870000,0,0,755000,700000,440000,375000,Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA19375-NR,DIO,2443414,4509112575,10/26/2022,9/2/2024,5000,0,5000,9/2/2024,0.0372,186,0,8,C,5000,4V,0,20000,0,300000,TW,737,1457982,870000,0,0,755000,700000,440000,375000,Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA19375-NR,DIO,2443414,4509112576,10/26/2022,8/23/2024,5000,0,5000,8/23/2024,0.0372,186,0,8,C,5000,4V,0,20000,0,300000,TW,737,1457982,870000,0,0,755000,700000,440000,375000,Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA19375-NR,DIO,2443414,4509261322,10/26/2022,9/30/2024,5000,0,5000,9/30/2024,0.0372,186,0,8,C,5000,4V,0,20000,0,300000,TW,737,1457982,870000,0,0,755000,700000,440000,375000,Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,CA785-01025-LC,PER,3092482,4509958536,10/27/2022,10/16/2023,2500,0,2500,10/16/2023,1,2500,0,24,L,2500,25,0,0,0,20000,TW,780,20000,12500,0,0,0,0,0,0,ANALOG,0,10
JS004000,JABIL VIETNAM CO. LTD  ,12-1070,DIO,4109682,4509969531,10/30/2022,3/1/2024,10000,0,10000,3/1/2024,0.0335,335,0,8,C,5000,4V,10000,60000,0,0,TW,1492,5770000,3880000,0,0,7060000,5525000,675000,305000,Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,SND28100-00024-NR,DIO,5596572,4509971085,10/31/2022,4/24/2024,15000,0,15000,4/24/2024,0.0104,156,0,8,C,3000,4,0,0,0,168000,CN,500,4200000,3552000,0,0,819000,804000,649117,540000,Small Signal Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,SND28050-00017-NR,DIO,2018113,4509999305,11/6/2022,12/1/2023,3000,0,3000,12/1/2023,0.0535,160.5,0,8,C,3000,11,0,0,9000,6000,CN;TW,680,45000,33000,0,0,0,0,87000,87000,Circuit Protection,0,11
JS004000,JABIL VIETNAM CO. LTD  ,SW3600182,DIO,4776779,4510003111,11/7/2022,3/2/2024,21000,0,21000,3/2/2024,0.0077,161.7,0,8,C,3000,4,0,0,42000,0,CN,980,3297000,2451000,0,0,2721000,2190000,192000,33000,Small Signal Discretes,0,11
JS080200,JABIL VIETNAM CO. LTD  ,SW3600186,DIO,1145770,1852093947,11/8/2022,1/27/2024,6000,0,6000,1/27/2024,0.0309,185.4,0,8,C,3000,4,0,0,0,0,CN,244,3282000,3078000,0,0,870000,606000,12000,12000,Small Signal Discretes,0,11
JS004000,JABIL VIETNAM CO. LTD  ,188734668,DIO,7100175,4510024432,11/13/2022,11/8/2023,42000,0,42000,11/8/2023,0.0076,319.2,0,8,C,3000,4,0,78000,42000,237000,CN,1630,3225000,2412000,0,0,534000,357000,84000,27000,Small Signal Discretes,0,11
JS080200,JABIL VIETNAM CO. LTD  ,SW3500056,DIO,1005134,1852094858,11/13/2022,12/16/2023,12000,0,12000,12/16/2023,0.0214,256.8,0,8,C,3000,4Y,0,15000,0,0,CN,309,4086000,3525000,0,0,435000,435000,318000,138000,Discretes,0,11
