Ship To,Bill Name,Customer Part.,Mfr,Item No,Order Number,Date Ordered,Date Required,Qty Required,Qty Allocated,Current Customer Commit,Current Commit Date,Resale Price,Value USD,Value Alloc USD,LeadTime,Product Type,MPQ,Class,Usage Last Month,Usage 2 Mths ago,Usage 3 Mths ago,Total PBO Qty,Country Of Origin,Weight(grams),Stock Asia,Stock Asia Available,Stock Canada,Stock Canada Available,Stock Europe,Stock Europe Available,Stock US,Stock US Available,Business Unit,Days Late,Order Month
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-5245B-LF,DIO,4413167,4510318584,2/7/2023,1/12/2024,132000,0,132000,1/12/2024,0.0078,1029.6,0,8,C,3000,4X,0,0,0,1956000,CN,4928,4305000,2187000,0,0,447000,399000,894000,54000,Small Signal Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-5245B-LF,DIO,4413167,4510318588,2/7/2023,10/20/2023,174000,0,174000,10/20/2023,0.0078,1357.2,0,8,C,3000,4X,0,0,0,1956000,CN,6496,4305000,2187000,0,0,447000,399000,894000,54000,Small Signal Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-5245B-LF,DIO,4413167,4510318589,2/7/2023,11/17/2023,171000,0,171000,11/17/2023,0.0078,1333.8,0,8,C,3000,4X,0,0,0,1956000,CN,6384,4305000,2187000,0,0,447000,399000,894000,54000,Small Signal Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-5245B-LF,DIO,4413167,4510318590,2/7/2023,12/15/2023,108000,0,108000,12/15/2023,0.0078,842.4,0,8,C,3000,4X,0,0,0,1956000,CN,4032,4305000,2187000,0,0,447000,399000,894000,54000,Small Signal Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA40327-NR,DIO,8905465,4510335950,2/13/2023,11/24/2023,3000,0,3000,11/24/2023,0.0937,281.1,0,8,C,3000,27,0,0,0,18000,CN,120,33000,24000,0,0,45000,0,0,0,ANALOG,0,2
JS080200,JABIL VIETNAM CO. LTD  ,72375-1,DIO,9049084,1851836287,7/2/2021,9/8/2023,21000,21000,21000,9/8/2023,0.0413,867.3,867.3,20,C,3000,4Y,108000,45000,0,0,CN,980,1560000,924000,0,0,987000,840000,192000,189000,Discretes,0,7
JS080200,JABIL VIETNAM CO. LTD  ,72375-1,DIO,9049084,1851836288,7/2/2021,10/27/2023,9000,9000,9000,10/27/2023,0.0413,371.7,371.7,20,C,3000,4Y,108000,45000,0,0,CN,420,1560000,924000,0,0,987000,840000,192000,189000,Discretes,0,7
JS080200,JABIL VIETNAM CO. LTD  ,72375-1,DIO,9049084,1851836291,7/2/2021,10/27/2023,24000,24000,24000,10/27/2023,0.0413,991.2,991.2,20,C,3000,4Y,108000,45000,0,0,CN,1120,1560000,924000,0,0,987000,840000,192000,189000,Discretes,0,7
JS080200,JABIL VIETNAM CO. LTD  ,72375-1,DIO,9049084,1851836293,7/2/2021,9/12/2023,27000,27000,27000,9/12/2023,0.0413,1115.1,1115.1,20,C,3000,4Y,108000,45000,0,0,CN,1260,1560000,924000,0,0,987000,840000,192000,189000,Discretes,0,7
JS080200,JABIL VIETNAM CO. LTD  ,72375-1,DIO,9049084,1851841373,7/5/2021,9/22/2023,63000,63000,63000,9/22/2023,0.0413,2601.9,2601.9,20,C,3000,4Y,108000,45000,0,0,CN,2940,1560000,924000,0,0,987000,840000,192000,189000,Discretes,0,7
JS080200,JABIL VIETNAM CO. LTD  ,72375-1,DIO,9049084,1851841376,7/5/2021,9/29/2023,75000,75000,75000,9/29/2023,0.0413,3097.5,3097.5,20,C,3000,4Y,108000,45000,0,0,CN,3500,1560000,924000,0,0,987000,840000,192000,189000,Discretes,0,7
JS004000,JABIL VIETNAM CO. LTD  ,SW3500130,DIO,8039244,4508134435,8/23/2021,9/26/2023,9000,9000,9000,9/26/2023,0.1242,1117.8,1117.8,8,C,3000,4Y,0,18000,3000,81000,CN,2850,21000,0,0,0,18000,12000,0,0,Discretes,0,8
JS080200,JABIL VIETNAM CO. LTD  ,72375-1,DIO,9049084,1851890183,9/6/2021,10/27/2023,120000,120000,120000,10/27/2023,0.0413,4956,4956,20,C,3000,4Y,108000,45000,0,0,CN,5600,1560000,924000,0,0,987000,840000,192000,189000,Discretes,0,9
JS004000,JABIL VIETNAM CO. LTD  ,SND1DDE002302-NR,DIO,4456992,4508313741,10/5/2021,11/10/2023,123000,123000,123000,11/10/2023,0.0139,1709.7,1709.7,12,C,3000,4,117000,0,123000,369000,CN,5416,825000,411000,0,0,231000,108000,558000,174000,Small Signal Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,SND1DDE002302-NR,DIO,4456992,4508313742,10/5/2021,11/10/2023,111000,111000,111000,11/10/2023,0.0139,1542.9,1542.9,12,C,3000,4,117000,0,123000,369000,CN,4888,825000,411000,0,0,231000,108000,558000,174000,Small Signal Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,SND1DDE002302-NR,DIO,4456992,4508313744,10/5/2021,11/10/2023,78000,78000,78000,11/10/2023,0.0139,1084.2,1084.2,12,C,3000,4,117000,0,123000,369000,CN,3435,825000,411000,0,0,231000,108000,558000,174000,Small Signal Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,SND1DDE002302-NR,DIO,4456992,4508313745,10/5/2021,11/10/2023,90000,90000,90000,11/10/2023,0.0139,1251,1251,12,C,3000,4,117000,0,123000,369000,CN,3963,825000,411000,0,0,231000,108000,558000,174000,Small Signal Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA19375-NR,DIO,2443414,4508313828,10/5/2021,9/19/2023,20000,20000,20000,9/19/2023,0.0372,744,744,8,C,5000,4V,0,20000,0,300000,TW,2948,1457982,870000,0,0,755000,700000,440000,375000,Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000109,DIO,2951598,4508339447,10/11/2021,8/26/2023,30000,30000,30000,8/26/2023,0.0192,576,576,8,C,5000,4V,125000,110000,110000,1630000,TW,3900,7135000,6350000,0,0,735000,375000,380000,255000,Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,DQ11000004,DIO,3275963,4508412994,10/25/2021,9/20/2023,174000,174000,174000,9/20/2023,0.0099,1722.6,1722.6,8,C,3000,4,216000,0,0,0,CN,7103,6192000,4266000,0,0,33000,33000,42000,0,Small Signal Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,DQ11000004,DIO,3275963,4508413013,10/25/2021,8/23/2023,171000,171000,171000,8/23/2023,0.0099,1692.9,1692.9,8,C,3000,4,216000,0,0,0,CN,6981,6192000,4266000,0,0,33000,33000,42000,0,Small Signal Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,DQ11000004,DIO,3275963,4508413030,10/25/2021,9/6/2023,216000,216000,216000,9/6/2023,0.0099,2138.4,2138.4,8,C,3000,4,216000,0,0,0,CN,8818,6192000,4266000,0,0,33000,33000,42000,0,Small Signal Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,DQ11000004,DIO,3275963,4508413050,10/25/2021,9/27/2023,216000,216000,216000,9/27/2023,0.0099,2138.4,2138.4,8,C,3000,4,216000,0,0,0,CN,8818,6192000,4266000,0,0,33000,33000,42000,0,Small Signal Discretes,0,10
JS004000,JABIL VIETNAM CO. LTD  ,SW3500031,DIO,8027555,4508499443,11/16/2021,9/26/2023,66000,66000,66000,9/26/2023,0.0254,1676.4,1676.4,8,C,3000,4,0,0,63000,0,CN;MY,3740,5346000,4851000,0,0,987000,924000,9000,9000,Small Signal Discretes,0,11
JS010800,JABIL VIETNAM CO. LTD  ,P1098044,NXP,2141971,4508553272,11/25/2021,1/1/2024,14532,14532,14532,1/1/2024,10.2961,149622.93,149622.93,23,L,84,1H,0,0,1176,0,KR,70238,41664,9828,0,0,0,0,0,0,Future Intelligent Solutions,0,11
JS010800,JABIL VIETNAM CO. LTD  ,P1098044,NXP,2141971,4508729444,12/30/2021,1/6/2024,5544,5544,5544,1/6/2024,10.2961,57081.58,57081.58,23,L,84,1H,0,0,1176,0,KR,26796,41664,9828,0,0,0,0,0,0,Future Intelligent Solutions,0,12
JS010800,JABIL VIETNAM CO. LTD  ,P1098044,NXP,2141971,4508729445,12/30/2021,1/6/2024,3192,3192,3192,1/6/2024,10.2961,32865.15,32865.15,23,L,84,1H,0,0,1176,0,KR,15428,41664,9828,0,0,0,0,0,0,Future Intelligent Solutions,0,12
JS010800,JABIL VIETNAM CO. LTD  ,P1098044,NXP,2141971,4508729450,12/30/2021,1/6/2024,5208,5208,5208,1/6/2024,10.2961,53622.09,53622.09,23,L,84,1H,0,0,1176,0,KR,25172,41664,9828,0,0,0,0,0,0,Future Intelligent Solutions,0,12
JS010800,JABIL VIETNAM CO. LTD  ,P1098044,NXP,2141971,4508729451,12/30/2021,1/6/2024,672,672,672,1/6/2024,10.2961,6918.98,6918.98,23,L,84,1H,0,0,1176,0,KR,3248,41664,9828,0,0,0,0,0,0,Future Intelligent Solutions,0,12
JS004000,JABIL VIETNAM CO. LTD  ,P1099732,PER,5115745,4508749033,1/4/2022,10/28/2023,20000,20000,20000,10/28/2023,0.215,4300,4300,25,L,2500,25,0,15000,0,112500,TW,5280,82500,0,0,0,0,0,0,0,ANALOG,0,1
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000109,DIO,2951598,4508749321,1/4/2022,9/1/2023,25000,25000,25000,9/1/2023,0.0192,480,480,8,C,5000,4V,125000,110000,110000,1630000,TW,3250,7135000,6350000,0,0,735000,375000,380000,255000,Discretes,0,1
JS010800,JABIL VIETNAM CO. LTD  ,P1098044,NXP,2141971,4508793753,1/13/2022,1/1/2024,2688,2688,2688,1/1/2024,10.2961,27675.92,27675.92,23,L,84,1H,0,0,1176,0,KR,12992,41664,9828,0,0,0,0,0,0,Future Intelligent Solutions,0,1
JS080200,JABIL VIETNAM CO. LTD  ,CA760-00244-LC,DIO,3101737,1851980711,1/25/2022,9/19/2023,2000,2000,2000,9/19/2023,0.705,1410,1410,8,L,1000,68,0,0,0,14000,TW,310,5000,0,0,0,0,0,0,0,EMech & PTE,0,1
JS004000,JABIL VIETNAM CO. LTD  ,SW3600168,BUS,6168934,4508918035,2/15/2022,3/16/2024,10000,10000,10000,3/16/2024,0.0237,237,237,12,C,10000,11,0,0,0,400000,CN,130,360000,0,0,0,80000,0,1470000,1270000,Circuit Protection,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA19375-NR,DIO,2443414,4508929293,2/17/2022,9/26/2023,15000,15000,15000,9/26/2023,0.0372,558,558,8,C,5000,4V,0,20000,0,300000,TW,2211,1457982,870000,0,0,755000,700000,440000,375000,Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SW3600168,BUS,6168934,4508941890,2/20/2022,4/13/2024,10000,10000,10000,4/13/2024,0.0237,237,237,12,C,10000,11,0,0,0,400000,CN,130,360000,0,0,0,80000,0,1470000,1270000,Circuit Protection,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SW3500129,DIO,1050067,4508979130,2/28/2022,9/2/2023,18000,18000,18000,9/2/2023,0.0863,1553.4,1553.4,8,L,3000,4Y,15000,0,0,354000,CN,1200,18000,0,0,0,0,0,0,0,Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SE27-00010-001,ABR,1213743,4509083229,3/21/2022,8/23/2023,5000,5000,5000,8/23/2023,0.422,2110,2110,26,L,1000,68,0,0,0,80000,KR,700,11000,0,0,0,0,0,0,0,EMech & PTE,0,3
JS004000,JABIL VIETNAM CO. LTD  ,CA774-00060-LC,DIO,9938655,4509111290,3/28/2022,9/26/2023,5000,5000,5000,9/26/2023,0.0447,223.5,223.5,8,C,5000,4X,5000,0,0,25000,TW,0,35000,10000,0,0,0,0,35000,35000,Small Signal Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-40V3A-LF,DIO,4109682,4509118207,3/29/2022,9/26/2023,10000,10000,10000,9/26/2023,0.0335,335,335,8,C,5000,4V,10000,60000,0,0,TW,1492,5770000,3880000,0,0,7060000,5525000,675000,305000,Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-40V3A-LF,DIO,4109682,4509118213,3/29/2022,9/12/2023,10000,10000,10000,9/12/2023,0.0335,335,335,8,C,5000,4V,10000,60000,0,0,TW,1492,5770000,3880000,0,0,7060000,5525000,675000,305000,Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,CA773-00066-LC,DIO,8029322,4509123499,3/30/2022,10/27/2023,3000,3000,3000,10/27/2023,0.11,330,330,8,L,3000,11,0,0,0,0,TW,0,33000,27000,0,0,0,0,0,0,Circuit Protection,0,3
JS004000,JABIL VIETNAM CO. LTD  ,ECMP000289,LF ,7064075,4509142395,4/4/2022,9/2/2023,6000,6000,6000,9/2/2023,0.0297,178.2,178.2,12,L,500,1V,10000,0,5000,7000,CN,13680,14000,0,0,0,0,0,0,0,Circuit Protection,0,4
JS004000,JABIL VIETNAM CO. LTD  ,72375-1,DIO,9049084,4509144968,4/5/2022,10/27/2023,84000,84000,84000,10/27/2023,0.0413,3469.2,3469.2,20,C,3000,4Y,0,0,0,0,CN,3920,1560000,924000,0,0,987000,840000,192000,189000,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,SW3016770,DIO,4117611,4509171622,4/11/2022,8/17/2024,24000,24000,24000,8/17/2024,0.01764,423.36,423.36,8,L,3000,4X,0,0,0,0,CN,672,213000,189000,0,0,0,0,0,0,Small Signal Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,CA785-00960-LC,PER,5128267,4509174805,4/12/2022,9/11/2023,3500,3500,3500,9/11/2023,1.05,3675,3675,26,L,3500,5,3500,0,0,0,TW,850,7000,0,0,0,0,0,0,0,ANALOG,0,4
JS004000,JABIL VIETNAM CO. LTD  ,192099765,DIO,5158902,4509176756,4/12/2022,9/27/2023,24000,24000,24000,9/27/2023,0.066,1584,1584,8,C,3000,5D,27000,0,102000,39000,CN,1451,822000,654000,0,0,21000,9000,0,0,ANALOG,0,4
JS004000,JABIL VIETNAM CO. LTD  ,192099765,DIO,5158902,4509176759,4/12/2022,9/6/2023,30000,30000,30000,9/6/2023,0.066,1980,1980,8,C,3000,5D,27000,0,102000,39000,CN,1814,822000,654000,0,0,21000,9000,0,0,ANALOG,0,4
JS004000,JABIL VIETNAM CO. LTD  ,192099765,DIO,5158902,4509176793,4/12/2022,9/5/2023,30000,30000,30000,9/5/2023,0.066,1980,1980,8,C,3000,5D,27000,0,102000,39000,CN,1814,822000,654000,0,0,21000,9000,0,0,ANALOG,0,4
JS004000,JABIL VIETNAM CO. LTD  ,DQ02000008,DIO,6685200,4509176784,4/12/2022,9/6/2023,30000,30000,30000,9/6/2023,0.0361,1083,1083,8,C,3000,4,0,90000,0,69000,CN,980,186000,75000,0,0,15000,12000,12000,9000,Small Signal Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-2000T-LF,DIO,5782305,4509181192,4/13/2022,9/9/2023,3000,3000,3000,9/9/2023,0.1211,363.3,363.3,12,C,3000,4,0,12000,6000,144000,CN,181,417000,0,0,0,280933,0,0,0,Small Signal Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-2000T-LF,DIO,5782305,4509181195,4/13/2022,9/16/2023,3000,3000,3000,9/16/2023,0.1211,363.3,363.3,12,C,3000,4,0,12000,6000,144000,CN,181,417000,0,0,0,280933,0,0,0,Small Signal Discretes,0,4
JS080200,JABIL VIETNAM CO. LTD  ,12-04134,DIO,5116093,1852024197,4/13/2022,9/30/2023,9000,9000,9000,9/30/2023,0.038,342,342,8,C,3000,4V,0,0,0,0,TW,510,195000,177000,0,0,0,0,0,0,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000109,DIO,2951598,4509198870,4/18/2022,9/1/2023,5000,5000,5000,9/1/2023,0.0192,96,96,8,C,5000,4V,125000,110000,110000,1630000,TW,650,7135000,6350000,0,0,735000,375000,380000,255000,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000109,DIO,2951598,4509198891,4/18/2022,9/1/2023,5000,5000,5000,9/1/2023,0.0192,96,96,8,C,5000,4V,125000,110000,110000,1630000,TW,650,7135000,6350000,0,0,735000,375000,380000,255000,Discretes,0,4
JS080200,JABIL VIETNAM CO. LTD  ,72308-1,DIO,8773301,1852027014,4/19/2022,9/27/2023,60000,60000,60000,9/27/2023,0.042,2520,2520,8,C,3000,4V,0,0,0,741000,CN,14470,453000,180000,0,0,45000,27000,0,0,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000832,DIO,8039670,4509224178,4/24/2022,9/29/2023,6000,6000,6000,9/29/2023,0.045,270,270,12,C,3000,4X,0,27000,0,48000,TW,1360,207000,24000,0,0,0,0,0,0,Small Signal Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-40V3A-LF,DIO,4109682,4509227559,4/25/2022,9/26/2023,10000,10000,10000,9/26/2023,0.0335,335,335,8,C,5000,4V,10000,60000,0,0,TW,1492,5770000,3880000,0,0,7060000,5525000,675000,305000,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000109,DIO,2951598,4509227780,4/25/2022,9/8/2023,10000,10000,10000,9/8/2023,0.0192,192,192,8,C,5000,4V,125000,110000,110000,1630000,TW,1300,7135000,6350000,0,0,735000,375000,380000,255000,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000109,DIO,2951598,4509227781,4/25/2022,9/22/2023,10000,10000,10000,9/22/2023,0.0192,192,192,8,C,5000,4V,125000,110000,110000,1630000,TW,1300,7135000,6350000,0,0,735000,375000,380000,255000,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,189207293,DIO,9385758,4509228980,4/25/2022,8/19/2023,78000,78000,78000,8/19/2023,0.0099,772.2,772.2,8,C,3000,4X,87000,81000,66000,204000,CN,3538,1362000,1206000,0,0,108000,81000,495000,261000,Small Signal Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,189207293,DIO,9385758,4509229154,4/25/2022,9/16/2023,30000,30000,30000,9/16/2023,0.0099,297,297,8,C,3000,4X,87000,81000,66000,204000,CN,1361,1362000,1206000,0,0,108000,81000,495000,261000,Small Signal Discretes,0,4
JS080200,JABIL VIETNAM CO. LTD  ,SW3017266,DIO,3122438,1852029962,4/25/2022,9/26/2023,220000,220000,220000,9/26/2023,0.0198,4356,4356,8,L,10000,11,390000,0,0,0,CN,3667,1880000,310000,0,0,0,0,0,0,Circuit Protection,0,4
JS080200,JABIL VIETNAM CO. LTD  ,SW3017266,DIO,3122438,1852029963,4/25/2022,8/29/2023,260000,260000,260000,8/29/2023,0.0198,5148,5148,8,L,10000,11,390000,0,0,0,CN,4333,1880000,310000,0,0,0,0,0,0,Circuit Protection,0,4
JS080200,JABIL VIETNAM CO. LTD  ,SW3017266,DIO,3122438,1852029964,4/25/2022,9/26/2023,140000,140000,140000,9/26/2023,0.0198,2772,2772,8,L,10000,11,390000,0,0,0,CN,2333,1880000,310000,0,0,0,0,0,0,Circuit Protection,0,4
JS004000,JABIL VIETNAM CO. LTD  ,72375-1,DIO,9049084,4509252904,5/2/2022,11/24/2023,186000,186000,186000,11/24/2023,0.0413,7681.8,7681.8,20,C,3000,4Y,0,0,0,0,CN,8680,1560000,924000,0,0,987000,840000,192000,189000,Discretes,0,5
JS004000,JABIL VIETNAM CO. LTD  ,SW3500031,DIO,8027555,4509280036,5/9/2022,9/23/2023,63000,63000,63000,9/23/2023,0.0254,1600.2,1600.2,8,C,3000,4,0,0,63000,0,CN;MY,3570,5346000,4851000,0,0,987000,924000,9000,9000,Small Signal Discretes,0,5
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000832,DIO,8039670,4509283052,5/9/2022,9/29/2023,9000,9000,9000,9/29/2023,0.045,405,405,12,C,3000,4X,0,27000,0,48000,TW,2040,207000,24000,0,0,0,0,0,0,Small Signal Discretes,0,5
JS004000,JABIL VIETNAM CO. LTD  ,CA785-00960-LC,PER,5128267,4509305786,5/16/2022,9/11/2023,3500,3500,3500,9/11/2023,1.05,3675,3675,26,L,3500,5,3500,0,0,0,TW,850,7000,0,0,0,0,0,0,0,ANALOG,0,5
JS004000,JABIL VIETNAM CO. LTD  ,192099765,DIO,5158902,4509309041,5/16/2022,9/27/2023,84000,84000,84000,9/27/2023,0.066,5544,5544,8,C,3000,5D,27000,0,102000,39000,CN,5080,822000,654000,0,0,21000,9000,0,0,ANALOG,0,5
JS004000,JABIL VIETNAM CO. LTD  ,CA760-00244-LC,DIO,3101737,4509310120,5/16/2022,9/19/2023,2000,2000,2000,9/19/2023,0.705,1410,1410,8,L,1000,68,0,0,0,14000,TW,310,5000,0,0,0,0,0,0,0,EMech & PTE,0,5
JS080200,JABIL VIETNAM CO. LTD  ,SW3500120,DIO,2055389,1852044692,5/30/2022,9/2/2023,90000,90000,90000,9/2/2023,0.03105,2794.5,2794.5,8,C,3000,4Y,129000,231000,0,0,CN,0,243000,153000,0,0,18000,0,0,0,Discretes,0,5
JS004000,JABIL VIETNAM CO. LTD  ,DQ11000004,DIO,3275963,4509369725,5/30/2022,9/27/2023,432000,432000,432000,9/27/2023,0.0099,4276.8,4276.8,8,C,3000,4,216000,0,0,0,CN,17636,6192000,4266000,0,0,33000,33000,42000,0,Small Signal Discretes,0,5
JS004000,JABIL VIETNAM CO. LTD  ,DQ11000004,DIO,3275963,4509369726,5/30/2022,9/13/2023,399000,399000,399000,9/13/2023,0.0099,3950.1,3950.1,8,C,3000,4,216000,0,0,0,CN,16289,6192000,4266000,0,0,33000,33000,42000,0,Small Signal Discretes,0,5
JS004000,JABIL VIETNAM CO. LTD  ,DQ02000008,DIO,6685200,4509370003,5/30/2022,9/30/2023,72000,72000,72000,9/30/2023,0.0361,2599.2,2599.2,8,C,3000,4,0,90000,0,69000,CN,2351,186000,75000,0,0,15000,12000,12000,9000,Small Signal Discretes,0,5
JS004000,JABIL VIETNAM CO. LTD  ,188722100,DIO,1897974,4509389521,6/5/2022,9/26/2023,90000,90000,90000,9/26/2023,0.0123,1107,1107,8,C,3000,4,72000,9000,45000,5058000,CN,3265,7320000,0,0,0,456000,360000,117000,24000,Small Signal Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500099,DIO,9055465,1852052100,6/17/2022,11/17/2023,6000,6000,6000,11/17/2023,0.1955,1173,1173,8,C,2000,4Y,4000,8000,22000,0,CN,1140,86000,74000,0,0,0,0,0,0,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500104,DIO,5777099,1852052059,6/19/2022,9/26/2023,12000,12000,12000,9/26/2023,0.0863,1035.6,1035.6,12,C,3000,4Y,0,0,0,162000,CN,544,42000,0,0,0,54000,0,42000,33000,Discretes,0,6
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-5248B-LF,DIO,6668917,4509447463,6/20/2022,9/12/2023,72000,72000,72000,9/12/2023,0.0082,590.4,590.4,8,C,3000,4X,0,75000,96000,375000,CN,2688,3483000,2151000,0,0,450000,360000,225000,93000,Small Signal Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3600186,DIO,1145770,1852053757,6/22/2022,9/26/2023,6000,6000,6000,9/26/2023,0.0309,185.4,185.4,8,C,3000,4,0,0,0,0,CN,244,3282000,3078000,0,0,870000,606000,12000,12000,Small Signal Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3600186,DIO,1145770,1852053760,6/22/2022,9/26/2023,6000,6000,6000,9/26/2023,0.0309,185.4,185.4,8,C,3000,4,0,0,0,0,CN,244,3282000,3078000,0,0,870000,606000,12000,12000,Small Signal Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500056,DIO,1005134,1852055602,6/27/2022,9/19/2023,15000,15000,15000,9/19/2023,0.0214,321,321,8,C,3000,4Y,0,15000,0,0,CN,387,4086000,3525000,0,0,435000,435000,318000,138000,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500039,DIO,2036414,1852055678,6/27/2022,11/24/2023,18000,18000,18000,11/24/2023,0.0428,770.4,770.4,16,L,3000,4Y,0,0,0,15000,CN,1680,219000,30000,0,0,0,0,0,0,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500039,DIO,2036414,1852055717,6/27/2022,12/8/2023,18000,18000,18000,12/8/2023,0.0428,770.4,770.4,16,L,3000,4Y,0,0,0,15000,CN,1680,219000,30000,0,0,0,0,0,0,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500039,DIO,2036414,1852055718,6/27/2022,9/8/2023,18000,18000,18000,9/8/2023,0.0428,770.4,770.4,16,L,3000,4Y,0,0,0,15000,CN,1680,219000,30000,0,0,0,0,0,0,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500039,DIO,2036414,1852055720,6/27/2022,12/1/2023,15000,15000,15000,12/1/2023,0.0428,642,642,16,L,3000,4Y,0,0,0,15000,CN,1400,219000,30000,0,0,0,0,0,0,Discretes,0,6
JS080200,JABIL VIETNAM CO. LTD  ,SW3500126,DIO,5027498,1852056225,6/28/2022,9/26/2023,20000,20000,20000,9/26/2023,0.028,560,560,8,C,10000,4Y,0,50000,0,710000,CN,236,590000,350000,0,0,0,0,0,0,Discretes,0,6
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000832,DIO,8039670,4509536259,7/10/2022,9/26/2023,3000,3000,3000,9/26/2023,0.045,135,135,12,C,3000,4X,0,27000,0,48000,TW,680,207000,24000,0,0,0,0,0,0,Small Signal Discretes,0,7
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000832,DIO,8039670,4509536260,7/10/2022,8/22/2023,36000,36000,36000,8/22/2023,0.045,1620,1620,12,C,3000,4X,0,27000,0,48000,TW,8160,207000,24000,0,0,0,0,0,0,Small Signal Discretes,0,7
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000832,DIO,8039670,4509536261,7/10/2022,9/26/2023,36000,36000,36000,9/26/2023,0.045,1620,1620,12,C,3000,4X,0,27000,0,48000,TW,8160,207000,24000,0,0,0,0,0,0,Small Signal Discretes,0,7
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000832,DIO,8039670,4509536262,7/10/2022,9/26/2023,33000,33000,33000,9/26/2023,0.045,1485,1485,12,C,3000,4X,0,27000,0,48000,TW,7480,207000,24000,0,0,0,0,0,0,Small Signal Discretes,0,7
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000109,DIO,2951598,4509541924,7/11/2022,8/25/2023,95000,95000,95000,8/25/2023,0.0192,1824,1824,8,C,5000,4V,125000,110000,110000,1630000,TW,12350,7135000,6350000,0,0,735000,375000,380000,255000,Discretes,0,7
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000832,DIO,8039670,4509564628,7/17/2022,9/26/2023,24000,24000,24000,9/26/2023,0.045,1080,1080,12,C,3000,4X,0,27000,0,48000,TW,5440,207000,24000,0,0,0,0,0,0,Small Signal Discretes,0,7
JS004000,JABIL VIETNAM CO. LTD  ,SW3500031,DIO,8027555,4509567609,7/18/2022,9/26/2023,54000,54000,54000,9/26/2023,0.0254,1371.6,1371.6,8,C,3000,4,0,0,63000,0,CN;MY,3060,5346000,4851000,0,0,987000,924000,9000,9000,Small Signal Discretes,0,7
JS004000,JABIL VIETNAM CO. LTD  ,SW3500031,DIO,8027555,4509567613,7/18/2022,9/26/2023,66000,66000,66000,9/26/2023,0.0254,1676.4,1676.4,8,C,3000,4,0,0,63000,0,CN;MY,3740,5346000,4851000,0,0,987000,924000,9000,9000,Small Signal Discretes,0,7
